"geolcode","class","abbreviation","de","de_description","fr","fr_description","it","it_description","en","en_description","color","pattern","tree"
15001174,"vchr401","pergu","Guadalupien undifferenziert",,"Guadalupéen indifférencié",,"Guadalupiano indifferenziato",,"Guadalupian undifferenciated",,,,"15001001.15001091.15001093.15001101.15001174"
15001102,"vchr401","perguC","Capitanien",,"Capitanien",,"Capitaniano",,"Capitanian",,,,"15001001.15001091.15001093.15001101.15001174.15001102"
15001106,"vchr401","perguW","Wordien",,"Wordien",,"Wordiano",,"Wordian",,,,"15001001.15001091.15001093.15001101.15001174.15001106"
15001108,"vchr401","perguR","Roadien",,"Roadien",,"Roadiano",,"Roadian",,,,"15001001.15001091.15001093.15001101.15001174.15001108"
15001110,"vchr401","perc","Cisuralien",,"Cisuralien",,"Cisuraliano",,"Cisuralian",,,,"15001001.15001091.15001093.15001110"
15001175,"vchr401","percu","Cisuralien undifferenziert",,"Cisuralien indifférencié",,"Cisuraliano indifferenziato",,"Cisuralian undifferenciated",,,,"15001001.15001091.15001093.15001110.15001175"
15001111,"vchr401","percuK","Kungurien",,"Kungurien",,"Kunguriano",,"Kungurian",,,,"15001001.15001091.15001093.15001110.15001175.15001111"
15001113,"vchr401","percuAr","Artinskien",,"Artinskien",,"Artinskiano",,"Artinskian",,,,"15001001.15001091.15001093.15001110.15001175.15001113"
15001115,"vchr401","percuS","Sakmarien",,"Sakmarien",,"Sakmariano",,"Sakmarian",,,,"15001001.15001091.15001093.15001110.15001175.15001115"
15001117,"vchr401","percuAs","Asselien",,"Assélien",,"Asseliano",,"Asselian",,,,"15001001.15001091.15001093.15001110.15001175.15001117"
15001119,"vchr401","k","Karbon",,"Carbonifère",,"Carbonifero",,"Carboniferours",,,,"15001001.15001091.15001119"
15001120,"vchr401","kp","Pennsylvanien",,"Pennsylvanien",,"Pennsylvaniano",,"Pennsylvanian",,,,"15001001.15001091.15001119.15001120"
15001121,"vchr401","kps","Spätes Pennsyl.",,"Pennsylvanien tardif",,"Pennsylvaniano superiore",,"Late Pennsylvanian",,,,"15001001.15001091.15001119.15001120.15001121"
15001137,"vchr401","kpsG","Gzhélien",,"Gzhélien",,"Gzheliano",,"Gzhelian",,,,"15001001.15001091.15001119.15001120.15001121.15001137"
15001138,"vchr401","kpsK","Kasimovien",,"Kasimovien",,"Kasimoviano",,"Kasimovian",,,,"15001001.15001091.15001119.15001120.15001121.15001138"
15001122,"vchr401","kpm","Mittleres Pennsyl.",,"Pennsylvanien moyen",,"Pennsylvaniano medio",,"Middle Pennsylvanian",,,,"15001001.15001091.15001119.15001120.15001122"
15001139,"vchr401","kpmM","Moscovien",,"Moscovien",,"Moscoviano",,"Moscovian",,,,"15001001.15001091.15001119.15001120.15001122.15001139"
15001123,"vchr401","kpf","Frühes Pennsyl.",,"Pennsylvanien précoce",,"Pennsylvaniano inferiore",,"Early Pennsylvanian",,,,"15001001.15001091.15001119.15001120.15001123"
15001140,"vchr401","kpfB","Bashkirien",,"Bashkirien",,"Bashkiriano",,"Bashkirien",,,,"15001001.15001091.15001119.15001120.15001123.15001140"
15001124,"vchr401","km","Mississippien",,"Mississippien",,"Mississippiano",,"Mississippian",,,,"15001001.15001091.15001119.15001124"
15001125,"vchr401","kms","Spätes Mississippien",,"Mississippien tardif",,"Mississippiano superiore",,"Late Mississippian",,,,"15001001.15001091.15001119.15001124.15001125"
15001141,"vchr401","kmsS","Serpukhovien",,"Serpukhovien",,"Serpukhoviano",,"Serpukhovian",,,,"15001001.15001091.15001119.15001124.15001125.15001141"
15001126,"vchr401","kmm","Mittleres Mississippien",,"Mississippien moyen ",,"Mississippiano medio",,"Middle Mississippian",,,,"15001001.15001091.15001119.15001124.15001126"
